"sampid","organism"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-699","Staphylococcus epidermidis"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-7","Enterobacter aerogenes"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-70","Escherichia coli"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-700","Staphylococcus epidermidis"
"dzd-701",NULL
"dzd-702",NULL
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Staphylococcus epidermidis"
"dzd-703","Enterococcus faecium"
"dzd-703","Enterococcus faecium"
"dzd-703","Enterococcus faecium"
"dzd-703","Enterococcus faecium"
"dzd-703","Enterococcus faecium"
"dzd-703","Enterococcus faecium"
"dzd-703","Enterococcus faecium"
"dzd-703","Enterococcus faecium"
"dzd-704",NULL
"dzd-705",NULL
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-706","Escherichia coli"
"dzd-707",NULL
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-708","Staphylococcus aureus"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-709","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-71","Escherichia coli"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-710","Pseudomonas aeruginosa"
"dzd-711",NULL
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-712","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-713","Escherichia coli"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-714","Enterococcus faecalis"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-715","Escherichia coli"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-716","Enterococcus faecalis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-717","Staphylococcus hominis"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-718","Escherichia coli"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Enterococcus faecium"
"dzd-719","Enterococcus faecium"
"dzd-719","Enterococcus faecium"
"dzd-719","Enterococcus faecium"
"dzd-719","Enterococcus faecium"
"dzd-719","Enterococcus faecium"
"dzd-719","Enterococcus faecium"
"dzd-719","Enterococcus faecium"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-719","Staphylococcus epidermidis"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-72","Klebsiella pneumoniae"
"dzd-720",NULL
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-721","Klebsiella oxytoca"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-722","Klebsiella pneumoniae"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-723","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-724","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-725","Escherichia coli"
"dzd-726",NULL
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-727","Staphylococcus epidermidis"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-728","Escherichia coli"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-729","Stenotrophomonas maltophilia"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-73","Pseudomonas aeruginosa"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-730","Klebsiella pneumoniae"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-731","Oxacillin-resistant S. aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-732","Staphylococcus aureus"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-733","Enterobacter cloacae complex"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-734","Staphylococcus aureus"
"dzd-735",NULL
"dzd-736","Escherichia coli"
"dzd-736","Escherichia coli"
"dzd-736","Escherichia coli"
